,Year,Mileage,Engine,Power,Seats,Price,Miles_Driven,Fuel_Type_CNG,Fuel_Type_Diesel,Fuel_Type_LPG,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual,Owner_Type_First,Owner_Type_Fourth & Above,Owner_Type_Second,Owner_Type_Third
1686,2011,47,1248.0,75.0,5.0,3346,80778,0,1,0,0,0,1,1,0,0,0
1687,2018,43,1197.0,81.86,5.0,12686,20412,0,0,0,1,0,1,1,0,0,0
1688,2014,55,1248.0,74.0,5.0,6617,19883,0,1,0,0,0,1,1,0,0,0
1689,2014,53,1498.0,89.84,5.0,10344,38959,0,1,0,0,0,1,1,0,0,0
1690,2010,45,1248.0,73.9,5.0,5020,44117,0,1,0,0,0,1,1,0,0,0
1691,2016,44,1197.0,82.0,5.0,7666,12394,0,0,0,1,0,1,1,0,0,0
1692,2012,26,2953.0,153.86,7.0,13995,56544,0,1,0,0,1,0,1,0,0,0
1693,2014,51,1199.0,73.9,5.0,8670,45981,0,1,0,0,0,1,1,0,0,0
1694,2018,43,1493.0,100.0,7.0,12899,34544,0,1,0,0,0,1,1,0,0,0
1695,2013,26,2993.0,306.0,4.0,73018,36039,0,1,0,0,1,0,1,0,0,0
1696,2012,44,1461.0,108.45,5.0,9279,68489,0,1,0,0,0,1,1,0,0,0
1697,2010,52,998.0,67.04,5.0,4183,13050,0,0,0,1,0,1,1,0,0,0
1698,2017,57,1248.0,88.5,7.0,12169,75185,0,1,0,0,0,1,1,0,0,0
1699,2010,46,796.0,46.3,5.0,2814,45678,0,0,0,1,0,1,1,0,0,0
1700,2015,48,998.0,67.0,5.0,5856,21126,0,0,0,1,1,0,1,0,0,0
1701,2017,35,1196.0,73.0,7.0,7210,17628,0,0,0,1,0,1,1,0,0,0
1702,2013,46,1461.0,108.45,5.0,8564,46450,0,1,0,0,0,1,1,0,0,0
1703,2011,42,1061.0,64.0,5.0,3985,16034,0,0,0,1,0,1,1,0,0,0
1704,2015,30,1598.0,102.53,5.0,7453,51327,0,0,0,1,0,1,1,0,0,0
1705,2006,31,1799.0,130.0,5.0,4031,68350,0,0,0,1,0,1,1,0,0,0
1706,2012,37,2179.0,140.0,7.0,9112,54680,0,1,0,0,0,1,1,0,0,0
1707,2011,49,1461.0,64.1,5.0,3650,68350,0,1,0,0,0,1,0,0,1,0
1708,2017,51,999.0,67.0,5.0,6465,9320,0,0,0,1,0,1,1,0,0,0
1709,2013,35,2967.0,240.0,5.0,60848,43495,0,1,0,0,1,0,1,0,0,0
1710,2008,66,1248.0,74.0,5.0,4107,93205,0,1,0,0,0,1,0,0,1,0
1711,2016,48,1198.0,67.0,5.0,4548,11806,0,0,0,1,0,1,1,0,0,0
1712,2011,43,1197.0,80.0,5.0,5172,23265,0,0,0,1,0,1,1,0,0,0
1713,2016,42,1995.0,190.0,5.0,46853,39215,0,1,0,0,1,0,0,0,1,0
1714,2012,48,1248.0,88.8,7.0,8899,54680,0,1,0,0,0,1,1,0,0,0
1715,2014,44,1197.0,82.0,5.0,6084,26318,0,0,0,1,0,1,1,0,0,0
1716,2011,22,2996.0,254.0,5.0,21479,47144,0,0,0,1,1,0,1,0,0,0
1717,2011,42,1998.0,163.7,5.0,6921,40389,0,1,0,0,0,1,1,0,0,0
1718,2015,0,2987.0,165.0,5.0,57806,42874,0,1,0,0,1,0,1,0,0,0
1719,2011,49,1248.0,73.9,5.0,4411,49232,0,1,0,0,0,1,1,0,0,0
1720,2007,27,1796.0,186.0,5.0,9127,136701,0,0,0,1,1,0,0,0,1,0
1721,2016,43,1197.0,81.83,5.0,10572,17690,0,0,0,1,0,1,1,0,0,0
1722,2014,47,998.0,68.05,5.0,4183,6063,0,0,0,1,0,1,1,0,0,0
1723,2014,53,1248.0,74.0,5.0,7758,46737,0,1,0,0,0,1,1,0,0,0
1724,2017,43,1197.0,81.83,5.0,10268,4970,0,0,0,1,0,1,1,0,0,0
1725,2014,43,1197.0,85.8,5.0,5613,36941,0,0,0,1,0,1,1,0,0,0
1726,2013,53,1248.0,74.0,5.0,8290,33551,0,1,0,0,0,1,1,0,0,0
1727,2018,41,1199.0,88.7,5.0,14132,9404,0,0,0,1,0,1,1,0,0,0
1728,2015,39,1197.0,81.86,5.0,6084,32932,0,0,0,1,1,0,0,0,1,0
1729,2013,42,1198.0,86.7,5.0,4411,24854,0,0,0,1,0,1,1,0,0,0
1730,2013,40,1591.0,121.3,5.0,7986,13115,0,0,0,1,0,1,1,0,0,0
1731,2014,39,1497.0,116.3,5.0,8747,34796,0,0,0,1,0,1,1,0,0,0
1732,2017,35,1591.0,121.3,5.0,19958,12193,0,0,0,1,0,1,1,0,0,0
1733,2014,35,2179.0,140.0,7.0,11911,44094,0,1,0,0,0,1,1,0,0,0
1734,2013,62,998.0,58.16,5.0,4791,16003,1,0,0,0,0,1,1,0,0,0
1735,2013,30,2494.0,102.0,7.0,15820,31969,0,1,0,0,0,1,1,0,0,0
1736,2012,53,1248.0,74.0,5.0,6617,46602,0,1,0,0,0,1,1,0,0,0
1737,2017,52,998.0,67.0,5.0,7955,23507,0,0,0,1,1,0,1,0,0,0
1738,2016,44,1197.0,81.86,5.0,9142,26744,0,0,0,1,0,1,1,0,0,0
1739,2014,60,1498.0,98.6,5.0,6693,60419,0,1,0,0,0,1,1,0,0,0
1740,2010,37,1995.0,181.0,5.0,19395,51573,0,1,0,0,1,0,1,0,0,0
1741,2011,36,1196.0,70.0,5.0,3650,40389,0,0,0,1,0,1,1,0,0,0
1742,2018,39,1198.0,73.75,5.0,8686,28587,0,0,0,1,0,1,1,0,0,0
1743,2015,53,1498.0,89.84,5.0,8351,40963,0,1,0,0,0,1,0,0,1,0
1744,2004,30,1343.0,90.0,5.0,1977,45670,0,0,0,1,0,1,0,0,1,0
1745,2014,37,2179.0,140.0,7.0,12930,34175,0,1,0,0,0,1,1,0,0,0
1746,2012,30,2982.0,168.5,7.0,19760,71457,0,1,0,0,0,1,1,0,0,0
1747,2017,44,1197.0,81.86,5.0,7606,19376,0,0,0,1,0,1,1,0,0,0
1748,2017,66,1248.0,73.75,5.0,13690,25940,0,1,0,0,1,0,1,0,0,0
1749,2016,53,1248.0,74.0,5.0,7940,23700,0,1,0,0,0,1,1,0,0,0
1750,2012,38,1198.0,73.9,5.0,5780,11824,0,0,0,1,0,1,1,0,0,0
1751,2019,42,1197.0,78.9,5.0,11059,12972,0,0,0,1,0,1,1,0,0,0
1752,2016,51,1197.0,81.8,5.0,7758,14636,0,0,0,1,0,1,1,0,0,0
1753,2013,33,2143.0,203.0,5.0,44115,18019,0,1,0,0,1,0,1,0,0,0
1754,2013,44,998.0,67.1,5.0,4411,37903,0,0,0,1,0,1,1,0,0,0
1755,2012,61,624.0,35.0,4.0,2099,2601,0,0,0,1,0,1,1,0,0,0
1756,2011,31,1798.0,157.8,5.0,8366,28583,0,0,0,1,0,1,1,0,0,0
1757,2016,40,1197.0,103.5,5.0,11028,17398,0,0,0,1,1,0,1,0,0,0
1758,2014,52,1582.0,126.32,5.0,10618,51920,0,1,0,0,0,1,1,0,0,0
1759,2017,53,1248.0,74.0,5.0,7986,24854,0,1,0,0,0,1,1,0,0,0
1760,2013,49,814.0,55.2,5.0,2966,22369,0,0,0,1,0,1,1,0,0,0
1761,2014,40,1968.0,174.33,5.0,37269,13048,0,1,0,0,1,0,1,0,0,0
1762,2013,30,2494.0,100.0,7.0,12641,38625,0,1,0,0,0,1,1,0,0,0
1763,2012,27,2987.0,254.8,5.0,54763,51573,0,1,0,0,1,0,1,0,0,0
1764,2015,57,1120.0,71.0,5.0,8366,36039,0,1,0,0,0,1,1,0,0,0
1765,2011,27,2354.0,177.6,5.0,8959,38731,0,0,0,1,1,0,1,0,0,0
1766,2016,47,1498.0,103.2,5.0,12093,31607,0,1,0,0,0,1,1,0,0,0
1767,2010,39,1197.0,80.0,5.0,4183,45360,0,0,0,1,0,1,1,0,0,0
1768,2012,53,1582.0,126.24,5.0,9507,60899,0,1,0,0,0,1,1,0,0,0
1769,2015,47,1399.0,68.05,5.0,7530,22369,0,1,0,0,0,1,1,0,0,0
1770,2019,43,1197.0,81.83,5.0,9538,16987,0,0,0,1,0,1,1,0,0,0
1771,2017,56,1582.0,126.2,5.0,13158,15534,0,1,0,0,0,1,1,0,0,0
1772,2014,44,1197.0,82.0,5.0,5324,22990,0,0,0,1,0,1,1,0,0,0
1773,2015,33,1968.0,174.3,5.0,53242,34796,0,1,0,0,1,0,1,0,0,0
1774,2015,41,1298.0,85.8,5.0,6769,16777,0,0,0,1,0,1,1,0,0,0
1775,2012,43,1197.0,80.0,5.0,4031,22990,0,0,0,1,0,1,1,0,0,0
1776,2017,59,1198.0,77.0,5.0,7149,6524,0,1,0,0,0,1,1,0,0,0
1777,2014,42,1582.0,126.2,5.0,13538,30447,0,1,0,0,1,0,1,0,0,0
1778,2017,40,1956.0,170.0,5.0,26545,4349,0,1,0,0,0,1,1,0,0,0
1779,2017,57,1248.0,88.5,5.0,14573,44276,0,1,0,0,0,1,1,0,0,0
1780,2012,33,1798.0,138.03,5.0,9461,51688,0,0,0,1,0,1,1,0,0,0
1781,2013,35,2179.0,140.0,7.0,11865,54235,0,1,0,0,0,1,1,0,0,0
1782,2016,48,1995.0,190.0,5.0,42213,4349,0,1,0,0,1,0,1,0,0,0
1783,2015,53,1396.0,88.73,5.0,10648,18019,0,1,0,0,0,1,0,0,1,0
1784,2017,27,2987.0,254.79,5.0,98681,20848,0,1,0,0,1,0,1,0,0,0
1785,2013,40,1998.0,163.7,5.0,9887,39767,0,1,0,0,0,1,0,0,1,0
1786,2011,43,1197.0,80.0,5.0,4107,50952,0,0,0,1,0,1,0,0,1,0
1787,2012,45,1198.0,86.8,5.0,3803,43495,0,0,0,1,0,1,0,0,1,0
1788,2013,45,1461.0,84.8,7.0,5932,103268,0,1,0,0,0,1,1,0,0,0
1789,2015,38,1198.0,73.9,5.0,6008,36039,0,0,0,1,0,1,1,0,0,0
1790,2010,47,1197.0,78.9,5.0,3194,47845,0,0,0,1,0,1,0,0,1,0
1791,2009,42,1991.0,147.9,4.0,5324,45486,0,1,0,0,1,0,0,0,0,1
1792,2007,46,1086.0,68.05,5.0,3042,43495,0,0,0,1,0,1,0,0,1,0
1793,2014,48,1248.0,88.76,7.0,8138,49628,0,1,0,0,0,1,1,0,0,0
1794,2013,60,1498.0,98.6,5.0,5780,55923,0,1,0,0,0,1,1,0,0,0
1795,2016,36,1595.0,122.0,5.0,26241,10563,0,0,0,1,1,0,1,0,0,0
1796,2018,44,1197.0,81.86,5.0,8412,28889,0,0,0,1,0,1,1,0,0,0
1797,2009,47,1197.0,78.9,5.0,2966,42253,0,0,0,1,0,1,0,0,0,1
1798,2017,66,1248.0,74.0,5.0,12474,1242,0,1,0,0,0,1,1,0,0,0
1799,1999,30,1343.0,90.0,5.0,1369,86991,0,0,0,1,0,1,1,0,0,0
1800,2013,30,2494.0,100.6,7.0,9887,158449,0,1,0,0,0,1,0,0,0,1
1801,2014,55,1998.0,112.0,5.0,29526,28294,0,1,0,0,1,0,1,0,0,0
1802,2016,36,1368.0,112.4,5.0,10009,24375,0,0,0,1,0,1,1,0,0,0
1803,2011,34,1399.0,92.7,5.0,3194,35418,0,0,0,1,0,1,0,0,1,0
1804,2008,46,1086.0,68.05,5.0,3042,53093,0,0,0,1,0,1,0,0,1,0
1805,2015,57,1120.0,71.0,5.0,5628,33554,0,1,0,0,0,1,1,0,0,0
1806,2014,54,998.0,67.04,5.0,5780,32932,0,0,0,1,1,0,1,0,0,0
1807,2014,47,1197.0,78.9,5.0,4943,37282,0,0,0,1,0,1,1,0,0,0
1808,2015,46,1461.0,83.8,5.0,8412,40804,0,1,0,0,0,1,1,0,0,0
1809,2011,53,1995.0,190.0,5.0,16581,62137,0,1,0,0,1,0,0,0,1,0
1810,2018,44,1197.0,82.0,5.0,7758,1118,0,0,0,1,0,1,1,0,0,0
1811,2009,42,995.0,62.0,5.0,2433,27464,0,0,0,1,0,1,0,0,1,0
1812,2018,40,1497.0,117.3,5.0,17113,8699,0,0,0,1,0,1,1,0,0,0
1813,2013,48,1598.0,103.6,5.0,8975,447387,0,1,0,0,0,1,1,0,0,0
1814,2012,27,2982.0,169.0,7.0,21905,45360,0,1,0,0,1,0,1,0,0,0
1815,2011,39,1497.0,118.0,5.0,5476,42253,0,0,0,1,0,1,1,0,0,0
1816,2017,42,1995.0,190.0,5.0,61609,12143,0,1,0,0,1,0,1,0,0,0
1817,2014,33,1968.0,174.3,5.0,59251,23612,0,1,0,0,1,0,0,0,1,0
1818,2014,54,1248.0,73.94,5.0,5476,20384,0,1,0,0,0,1,1,0,0,0
1819,2016,49,1498.0,103.2,5.0,10831,27826,0,1,0,0,1,0,1,0,0,0
1820,2016,61,1498.0,98.6,5.0,11439,34610,0,1,0,0,0,1,1,0,0,0
1821,2012,35,1968.0,140.8,5.0,15744,37282,0,1,0,0,1,0,0,0,1,0
1822,2014,35,1598.0,103.52,5.0,10648,34796,0,0,0,1,0,1,1,0,0,0
1823,2011,27,2982.0,171.0,7.0,16505,37282,0,1,0,0,0,1,1,0,0,0
1824,2010,38,1991.0,123.7,5.0,3574,48816,0,1,0,0,0,1,1,0,0,0
1825,2014,35,1196.0,73.0,7.0,4411,21542,0,0,0,1,0,1,1,0,0,0
1826,2017,48,1373.0,91.1,5.0,11637,10563,0,0,0,1,0,1,1,0,0,0
1827,2016,66,1248.0,88.5,5.0,9735,41010,0,1,0,0,0,1,1,0,0,0
1828,2014,30,2494.0,100.6,7.0,15364,63639,0,1,0,0,0,1,1,0,0,0
1829,2014,44,1197.0,85.8,5.0,6465,30322,0,0,0,1,0,1,1,0,0,0
1830,2019,26,2755.0,171.5,7.0,29891,6587,0,1,0,0,1,0,1,0,0,0
1831,2017,58,1396.0,69.0,5.0,6693,5095,0,1,0,0,0,1,1,0,0,0
1832,2012,43,1197.0,82.85,5.0,4943,62137,0,0,0,1,0,1,1,0,0,0
1833,2012,41,1399.0,68.0,5.0,4259,48466,0,1,0,0,0,1,1,0,0,0
1834,2015,42,1248.0,73.74,8.0,6541,31068,0,1,0,0,0,1,1,0,0,0
1835,2006,41,1399.0,68.0,5.0,2357,55505,0,1,0,0,0,1,0,0,0,1
1836,2007,25,2354.0,152.0,5.0,7149,60894,0,0,0,1,0,1,0,0,1,0
1837,2017,43,1199.0,88.7,5.0,10755,15347,0,0,0,1,0,1,1,0,0,0
1838,2018,25,2987.0,258.0,7.0,120176,3728,0,1,0,0,1,0,1,0,0,0
1839,2018,44,1197.0,81.86,5.0,8747,5862,0,0,0,1,0,1,1,0,0,0
1840,2012,43,1197.0,85.8,5.0,4943,18019,0,0,0,1,0,1,1,0,0,0
1841,2017,51,1498.0,108.495,5.0,13523,13943,0,1,0,0,1,0,1,0,0,0
1842,2015,40,1497.0,117.3,5.0,8975,45403,0,0,0,1,0,1,1,0,0,0
1843,2016,43,1199.0,88.7,5.0,7530,13527,0,0,0,1,0,1,1,0,0,0
1844,2014,41,1248.0,75.0,5.0,5704,38525,0,1,0,0,0,1,1,0,0,0
1845,2017,40,1582.0,126.2,5.0,16687,23005,0,1,0,0,1,0,1,0,0,0
1846,2014,33,2967.0,241.4,5.0,37939,37491,0,1,0,0,1,0,0,0,1,0
1847,2014,49,814.0,55.2,5.0,2996,16160,0,0,0,1,0,1,1,0,0,0
1848,2010,47,1399.0,68.0,5.0,2129,55923,0,1,0,0,0,1,0,0,1,0
1849,2018,39,1198.0,73.75,5.0,11059,22101,0,0,0,1,0,1,1,0,0,0
1850,2013,50,1461.0,84.8,5.0,6084,24854,0,1,0,0,0,1,1,0,0,0
1851,2015,43,1199.0,88.7,5.0,7225,27961,0,0,0,1,0,1,1,0,0,0
1852,2015,39,1197.0,80.0,5.0,7758,26097,0,0,0,1,0,1,1,0,0,0
1853,2012,35,2967.0,241.4,5.0,24506,29150,0,1,0,0,1,0,1,0,0,0
1854,2014,26,2696.0,184.0,7.0,16048,38525,0,1,0,0,1,0,1,0,0,0
1855,2017,30,2755.0,174.5,7.0,45636,9320,0,1,0,0,1,0,1,0,0,0
1856,2002,43,1896.0,66.0,5.0,2433,42874,0,1,0,0,0,1,1,0,0,0
1857,2012,37,2148.0,170.0,5.0,28127,25704,0,1,0,0,1,0,1,0,0,0
1858,2018,48,1373.0,91.1,5.0,15151,9930,0,0,0,1,0,1,1,0,0,0
1859,2013,53,1248.0,74.0,5.0,7225,61885,0,1,0,0,0,1,0,0,1,0
1860,2002,30,2446.0,75.0,10.0,5552,39146,0,1,0,0,0,1,0,0,0,1
1861,2012,39,2495.0,218.0,5.0,23578,30447,0,1,0,0,1,0,0,0,1,0
1862,2013,24,2835.0,116.9,6.0,17980,29994,0,1,0,0,0,1,1,0,0,0
1863,2008,31,1794.0,125.0,5.0,3118,39146,0,0,0,1,0,1,1,0,0,0
1864,2016,62,998.0,58.16,5.0,5020,47845,1,0,0,0,0,1,1,0,0,0
1865,2013,39,796.0,34.2,8.0,3422,7291,0,0,0,1,0,1,1,0,0,0
1866,2014,41,1968.0,174.33,5.0,30606,38532,0,1,0,0,1,0,1,0,0,0
1867,2017,58,1197.0,81.86,5.0,7530,28583,1,0,0,0,0,1,1,0,0,0
1868,2016,64,1498.0,98.6,5.0,11378,28240,0,1,0,0,0,1,1,0,0,0
1869,2004,24,1796.0,157.7,5.0,8366,52816,0,0,0,1,1,0,0,0,1,0
1870,2013,38,1968.0,147.51,5.0,20064,28166,0,1,0,0,1,0,1,0,0,0
1871,2012,44,1197.0,85.8,5.0,5856,54680,0,0,0,1,0,1,1,0,0,0
1872,2016,66,1248.0,73.75,5.0,8747,28195,0,1,0,0,0,1,1,0,0,0
1873,2014,35,2179.0,140.0,7.0,13690,50331,0,1,0,0,0,1,1,0,0,0
1874,2012,43,1199.0,79.4,5.0,3361,51810,0,0,0,1,0,1,1,0,0,0
1875,2017,54,1498.0,98.96,5.0,12306,48793,0,1,0,0,0,1,1,0,0,0
1876,2017,34,2993.0,258.0,5.0,73976,16971,0,1,0,0,1,0,1,0,0,0
1877,2015,33,1968.0,174.3,5.0,60042,26561,0,1,0,0,1,0,0,0,1,0
1878,2015,48,1995.0,190.0,5.0,33831,26262,0,1,0,0,1,0,0,0,1,0
1879,2009,45,1197.0,80.0,5.0,3955,13048,0,0,0,1,1,0,1,0,0,0
1880,2016,40,1582.0,126.2,5.0,18254,34237,0,1,0,0,1,0,1,0,0,0
1881,2014,40,1968.0,174.33,5.0,27381,43495,0,1,0,0,1,0,1,0,0,0
1882,2007,23,3498.0,364.9,5.0,15196,34175,0,0,0,1,1,0,0,0,0,1
1883,2012,47,1197.0,78.9,5.0,3726,36185,0,0,0,1,0,1,1,0,0,0
1884,2017,54,1498.0,98.96,5.0,13675,16155,0,1,0,0,0,1,1,0,0,0
1885,2011,48,1598.0,103.6,5.0,4791,21747,0,1,0,0,0,1,1,0,0,0
1886,2017,66,1248.0,73.75,5.0,12474,14912,0,1,0,0,0,1,1,0,0,0
1887,2016,36,1997.0,120.0,7.0,17494,60894,0,1,0,0,0,1,1,0,0,0
1888,2016,53,1396.0,88.73,5.0,11104,27642,0,1,0,0,0,1,1,0,0,0
1889,2008,46,796.0,46.3,5.0,2418,40389,0,0,0,1,0,1,1,0,0,0
1890,2015,47,1197.0,78.9,5.0,4791,21717,0,0,0,1,0,1,0,0,1,0
1891,2015,36,2179.0,120.0,7.0,12930,32543,0,1,0,0,0,1,0,0,1,0
1892,2010,45,1199.0,75.0,5.0,4563,41187,0,1,0,0,0,1,1,0,0,0
1893,2012,35,2993.0,258.0,5.0,31945,41010,0,1,0,0,1,0,1,0,0,0
1894,2016,64,1498.0,98.6,5.0,11789,26718,0,1,0,0,0,1,1,0,0,0
1895,2013,23,2148.0,170.0,5.0,34988,28085,0,1,0,0,1,0,1,0,0,0
1896,2016,37,2179.0,140.0,7.0,20916,25476,0,1,0,0,1,0,1,0,0,0
1897,2017,42,1497.0,117.3,5.0,12610,24500,0,0,0,1,1,0,1,0,0,0
1898,2014,53,1248.0,74.0,5.0,8807,51744,0,1,0,0,0,1,1,0,0,0
1899,2017,34,2143.0,170.0,5.0,46397,20085,0,1,0,0,1,0,1,0,0,0
1900,2011,39,1497.0,118.0,5.0,5780,31067,0,0,0,1,0,1,1,0,0,0
1901,2014,35,2956.0,83.8,7.0,6769,41010,0,1,0,0,0,1,1,0,0,0
1902,2012,43,1197.0,82.85,5.0,5020,33554,0,0,0,1,0,1,1,0,0,0
1903,2009,47,1248.0,91.2,5.0,2662,49709,0,1,0,0,0,1,0,0,1,0
1904,2011,30,1799.0,130.0,5.0,8366,44738,0,0,0,1,1,0,0,0,1,0
1905,2017,46,1582.0,126.2,5.0,20308,27877,0,1,0,0,0,1,1,0,0,0
1906,2017,47,1968.0,143.0,5.0,34227,13670,0,1,0,0,1,0,0,0,1,0
1907,2013,39,1591.0,121.3,5.0,7986,35715,0,0,0,1,0,1,0,0,1,0
1908,2011,51,1396.0,90.0,5.0,5704,46602,0,1,0,0,0,1,1,0,0,0
1909,2015,56,1498.0,98.6,7.0,9614,31456,0,1,0,0,0,1,1,0,0,0
1910,2018,52,1582.0,126.32,5.0,11789,46602,0,1,0,0,1,0,1,0,0,0
1911,2006,35,1596.0,101.0,5.0,2084,54059,0,0,0,1,0,1,0,0,1,0
1912,2010,47,1197.0,78.9,5.0,3194,38525,0,0,0,1,0,1,1,0,0,0
1913,2016,57,1248.0,88.5,5.0,14147,25707,0,1,0,0,0,1,1,0,0,0
1914,2015,30,2494.0,100.6,7.0,18254,43495,0,1,0,0,0,1,1,0,0,0
1915,2017,42,2143.0,136.0,5.0,35748,21747,0,1,0,0,1,0,1,0,0,0
1916,2006,46,796.0,46.3,5.0,2738,44734,0,0,0,1,0,1,1,0,0,0
1917,2013,34,2143.0,170.0,5.0,19015,38525,0,1,0,0,1,0,0,0,1,0
1918,2015,53,1248.0,74.0,5.0,7210,31689,0,1,0,0,0,1,1,0,0,0
1919,2016,44,1197.0,82.0,5.0,8260,16179,0,0,0,1,0,1,1,0,0,0
1920,2018,29,2982.0,168.5,7.0,48100,23433,0,1,0,0,1,0,0,0,1,0
1921,2011,29,1998.0,132.0,8.0,9583,48521,0,0,0,1,0,1,1,0,0,0
1922,2017,53,1498.0,98.59,5.0,12854,18922,0,1,0,0,0,1,1,0,0,0
1923,2016,42,1196.0,86.8,5.0,7606,33554,0,0,0,1,0,1,1,0,0,0
1924,2011,27,2982.0,171.0,7.0,19775,118060,0,1,0,0,0,1,1,0,0,0
1925,2012,44,1197.0,85.8,5.0,7149,40449,0,0,0,1,0,1,1,0,0,0
1926,2018,28,2979.0,320.0,5.0,142492,17435,0,0,0,1,1,0,1,0,0,0
1927,2012,30,1798.0,160.0,5.0,5020,175226,0,0,0,1,0,1,1,0,0,0
1928,2009,44,1061.0,67.0,5.0,2297,68972,0,0,0,1,0,1,0,0,1,0
1929,2013,44,1461.0,108.45,5.0,9264,39329,0,1,0,0,0,1,1,0,0,0
1930,2015,48,1373.0,91.1,5.0,9051,22226,0,0,0,1,0,1,1,0,0,0
1931,2012,53,1582.0,126.24,5.0,13690,78248,0,1,0,0,0,1,1,0,0,0
1932,2015,50,1498.0,103.52,5.0,6465,27961,0,1,0,0,1,0,1,0,0,0
1933,2013,34,2143.0,170.0,5.0,35748,13048,0,1,0,0,1,0,1,0,0,0
1934,2011,27,2354.0,177.6,5.0,9659,34034,0,0,0,1,1,0,1,0,0,0
1935,2014,54,998.0,67.04,5.0,5172,25552,0,0,0,1,0,1,1,0,0,0
1936,2017,28,2979.0,320.0,5.0,141473,10852,0,0,0,1,1,0,1,0,0,0
1937,2014,53,1995.0,190.0,5.0,32858,29825,0,1,0,0,1,0,1,0,0,0
1938,2011,48,1598.0,103.6,5.0,6084,107497,0,1,0,0,0,1,1,0,0,0
1939,2018,55,1248.0,74.0,5.0,8366,7456,0,1,0,0,0,1,1,0,0,0
1940,2012,29,2179.0,147.51,5.0,29283,21126,0,1,0,0,1,0,1,0,0,0
1941,2012,51,1396.0,90.0,5.0,6008,44341,0,1,0,0,0,1,1,0,0,0
1942,2012,66,1248.0,73.75,5.0,6465,45981,0,1,0,0,0,1,0,0,1,0
1943,2018,40,1956.0,170.0,5.0,25891,17980,0,1,0,0,0,1,1,0,0,0
1944,2012,48,1248.0,88.76,7.0,9887,51005,0,1,0,0,0,1,1,0,0,0
1945,2011,36,1196.0,70.0,5.0,4487,42542,0,0,0,1,0,1,1,0,0,0
1946,2013,50,1364.0,86.79,5.0,10831,39677,0,1,0,0,0,1,1,0,0,0
1947,2018,57,1248.0,88.5,5.0,17113,1864,0,1,0,0,1,0,1,0,0,0
1948,2009,39,1497.0,118.0,5.0,4183,40423,0,0,0,1,0,1,1,0,0,0
1949,2015,36,2179.0,120.0,7.0,18254,74564,0,1,0,0,0,1,1,0,0,0
1950,2014,47,1197.0,81.86,5.0,5582,39917,0,0,0,1,0,1,1,0,0,0
1951,2008,36,1390.0,75.0,5.0,3498,1367,0,0,0,1,0,1,1,0,0,0
1952,2008,43,1896.0,66.0,5.0,3346,54757,0,1,0,0,0,1,1,0,0,0
1953,2014,28,2987.0,224.0,7.0,62370,49088,0,1,0,0,1,0,1,0,0,0
1954,2016,48,1995.0,190.0,5.0,43354,17487,0,1,0,0,1,0,1,0,0,0
1955,2015,35,1598.0,103.2,5.0,8351,14292,0,0,0,1,0,1,1,0,0,0
1956,2013,38,1968.0,147.51,5.0,26621,50953,0,1,0,0,1,0,0,0,1,0
1957,2009,32,1399.0,68.0,5.0,3027,46602,0,1,0,0,0,1,1,0,0,0
1958,2016,52,1582.0,126.3,5.0,10100,23270,0,1,0,0,0,1,1,0,0,0
1959,2017,32,2393.0,147.8,7.0,25100,41631,0,1,0,0,0,1,1,0,0,0
1960,2016,44,1197.0,82.0,5.0,7606,15534,0,0,0,1,0,1,1,0,0,0
1961,2017,39,1198.0,73.75,5.0,8214,7456,0,0,0,1,0,1,1,0,0,0
1962,2017,59,799.0,53.3,5.0,4548,15534,0,0,0,1,0,1,1,0,0,0
1963,2011,39,1497.0,118.0,5.0,6237,59611,0,0,0,1,0,1,1,0,0,0
1964,2018,44,1197.0,81.86,5.0,10283,3326,0,0,0,1,1,0,1,0,0,0
1965,2016,44,999.0,75.0,5.0,8366,26097,0,0,0,1,0,1,0,0,1,0
1966,2014,59,1248.0,74.0,5.0,9112,27515,0,1,0,0,0,1,1,0,0,0
1967,2012,50,1461.0,84.8,5.0,3939,43495,0,1,0,0,0,1,1,0,0,0
1968,2013,38,2179.0,187.7,5.0,40692,19511,0,1,0,0,1,0,1,0,0,0
1969,2016,66,1248.0,88.5,5.0,12930,31068,0,1,0,0,0,1,1,0,0,0
1970,2011,30,1968.0,167.6,5.0,34988,32932,0,1,0,0,1,0,1,0,0,0
1971,2014,36,1196.0,70.02,5.0,5096,13500,0,0,0,1,0,1,1,0,0,0
1972,2012,27,2199.0,194.3,7.0,16353,26718,0,1,0,0,1,0,0,0,1,0
1973,2013,28,2179.0,120.0,8.0,9568,46602,0,1,0,0,0,1,1,0,0,0
1974,2014,46,1461.0,108.45,5.0,11789,45706,0,1,0,0,0,1,1,0,0,0
1975,2012,35,1968.0,140.8,5.0,20536,27685,0,1,0,0,1,0,1,0,0,0
1976,2013,35,1196.0,73.0,7.0,5704,34103,0,0,0,1,0,1,1,0,0,0
1977,2011,32,2498.0,112.0,7.0,5704,47224,0,1,0,0,0,1,0,0,1,0
1978,2006,44,998.0,67.1,5.0,2281,62758,0,0,0,1,0,1,0,0,1,0
1979,2005,32,1061.0,64.0,5.0,2205,41010,0,0,0,1,0,1,1,0,0,0
1980,2013,36,1586.0,103.3,5.0,6267,52418,0,0,0,1,0,1,1,0,0,0
