,Year,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Miles_Driven
1150,2009,Petrol,Manual,First,44,998.0,66.1,5.0,3726,41103
1151,2014,Petrol,Automatic,First,34,1595.0,120.7,5.0,17600,26141
1152,2012,Petrol,Manual,First,44,998.0,67.1,5.0,3498,22060
1153,2016,Diesel,Manual,First,59,1248.0,74.0,5.0,8975,25762
1154,2015,Petrol,Automatic,First,39,1591.0,121.3,5.0,10952,25227
1155,2013,Diesel,Automatic,First,51,1582.0,126.2,5.0,8975,54059
1156,2014,Petrol,Manual,Second,39,1497.0,116.3,5.0,9127,18641
1157,2010,Petrol,Manual,First,37,1086.0,66.7,5.0,2966,16832
1158,2016,Diesel,Manual,First,55,1364.0,67.04,5.0,9963,33368
1159,2015,Diesel,Automatic,First,63,1969.0,190.0,5.0,38030,31689
1160,2012,Diesel,Manual,First,47,1399.0,68.05,5.0,4031,22706
1161,2017,Diesel,Automatic,First,30,2987.0,265.0,5.0,105724,9320
1162,2012,Diesel,Automatic,First,53,1995.0,190.0,5.0,21297,40389
1163,2014,Petrol,Manual,Second,53,796.0,47.3,5.0,3194,19883
1164,2017,Diesel,Manual,First,32,2393.0,147.8,7.0,31032,15157
1165,2019,Petrol,Manual,First,44,999.0,75.0,5.0,8640,621
1166,2014,Petrol,Manual,First,31,1598.0,102.5,5.0,8442,17546
1167,2013,Diesel,Manual,First,31,2477.0,175.56,7.0,19395,36660
1168,2012,Petrol,Manual,Second,34,1799.0,130.2,5.0,5096,57166
1169,2013,Petrol,Manual,First,53,796.0,47.3,5.0,2357,35318
1170,2013,Diesel,Manual,Second,48,1598.0,103.6,5.0,8975,38988
1171,2012,Diesel,Automatic,First,29,2179.0,187.74,5.0,28872,59651
1172,2014,Petrol,Manual,First,32,1997.0,153.86,5.0,17509,14912
1173,2016,Diesel,Manual,First,48,1248.0,88.76,7.0,11789,33554
1174,2016,Diesel,Manual,First,30,2494.0,100.6,7.0,21144,55923
1175,2010,Petrol,Manual,First,35,1368.0,90.0,5.0,2053,24854
1176,2015,Diesel,Automatic,Second,28,2967.0,241.4,7.0,57806,40971
1177,2017,Petrol,Automatic,First,40,1591.0,121.4,5.0,17646,10004
1178,2017,Diesel,Automatic,First,50,1498.0,108.5,5.0,18634,2236
1179,2011,Petrol,Manual,First,39,1497.0,118.0,5.0,5780,32311
1180,2014,Diesel,Manual,First,47,1399.0,68.05,5.0,4943,33554
1181,2016,Petrol,Manual,First,43,1199.0,88.7,5.0,9735,9568
1182,2012,Petrol,Manual,Second,38,1198.0,73.9,5.0,6008,46602
1183,2010,Petrol,Manual,First,40,1497.0,117.3,5.0,5430,47691
1184,2005,Petrol,Manual,Second,41,1497.0,78.0,5.0,1901,34796
1185,2015,CNG,Manual,First,61,998.0,58.2,5.0,5552,43495
1186,2013,Petrol,Automatic,Second,28,2354.0,187.4,5.0,19015,28660
1187,2014,Diesel,Automatic,Second,42,1995.0,190.0,5.0,34988,21747
1188,2003,Diesel,Manual,Third,30,1489.0,35.5,5.0,2053,49709
1189,2012,Diesel,Manual,First,28,2179.0,120.0,8.0,9614,38977
1190,2012,Diesel,Manual,First,48,1598.0,103.6,5.0,5172,21126
1191,1999,Petrol,Manual,Second,40,993.0,60.0,5.0,1171,43495
1192,2009,Petrol,Manual,First,37,796.0,37.0,4.0,1369,19883
1193,2017,Petrol,Automatic,First,33,1798.0,138.03,5.0,27381,13048
1194,2013,Petrol,Automatic,First,34,1997.0,245.0,5.0,28903,30447
1195,2007,Petrol,Manual,Third,32,1299.0,70.0,5.0,1673,24854
1196,2012,Petrol,Manual,Second,43,1199.0,79.4,5.0,3042,48466
1197,2012,Diesel,Manual,First,50,1364.0,86.79,5.0,9887,32311
1198,2014,Diesel,Manual,First,37,2179.0,140.0,7.0,14375,40521
1199,2016,Diesel,Manual,First,57,1120.0,71.0,5.0,6084,105633
1200,2017,Diesel,Automatic,First,30,2143.0,204.0,5.0,49059,22918
1201,2009,Petrol,Manual,First,47,1197.0,78.9,5.0,3194,38835
1202,2015,Petrol,Automatic,Second,33,1798.0,138.03,5.0,14831,42253
1203,2014,Petrol,Manual,First,34,1798.0,138.0,5.0,9583,25319
1204,2013,Diesel,Automatic,First,40,1968.0,184.0,5.0,31945,37282
1205,2014,Diesel,Manual,First,51,1396.0,88.8,5.0,7073,7705
1206,2013,Diesel,Automatic,Second,45,2143.0,167.62,5.0,25860,54059
1207,2013,Diesel,Manual,First,49,1248.0,73.9,5.0,6617,12581
1208,2017,Diesel,Manual,First,46,1582.0,126.2,5.0,22544,32549
1209,2018,Diesel,Automatic,First,31,1999.0,177.0,5.0,60848,621
1210,2016,Diesel,Manual,First,35,2489.0,93.7,7.0,9355,52816
1211,2014,Diesel,Manual,First,30,2494.0,100.6,7.0,17113,29204
1212,2018,Petrol,Automatic,First,45,2494.0,157.7,5.0,48679,10926
1213,2018,Diesel,Automatic,First,31,2967.0,241.4,5.0,69398,20192
1214,2017,Diesel,Manual,First,66,1248.0,74.0,5.0,9492,21507
1215,2015,Diesel,Manual,First,48,1248.0,88.76,7.0,7301,95069
1216,2014,Petrol,Manual,Second,37,1197.0,85.0,5.0,6845,33554
1217,2015,Petrol,Manual,First,47,1197.0,78.9,5.0,5887,10501
1218,2013,Petrol,Manual,First,47,1197.0,78.9,5.0,4183,38732
1219,2018,Petrol,Manual,First,50,1197.0,83.1,5.0,9994,14735
1220,2010,Petrol,Manual,First,38,1495.0,93.7,5.0,3042,32513
1221,2012,Petrol,Manual,First,45,1198.0,86.8,5.0,5552,31068
1222,2016,Diesel,Manual,First,53,1248.0,74.0,5.0,10572,34638
1223,2014,Petrol,Manual,First,47,1197.0,81.86,5.0,8366,33554
1224,2013,Diesel,Manual,First,37,2179.0,140.0,7.0,10648,26718
1225,2014,Diesel,Automatic,First,30,2143.0,201.1,5.0,36509,24854
1226,2010,Diesel,Automatic,Second,0,2179.0,115.0,5.0,16733,77671
1227,2016,Diesel,Automatic,First,45,2143.0,170.0,5.0,49439,32276
1228,2015,Diesel,Manual,First,50,1396.0,88.76,5.0,9811,29173
1229,2015,Diesel,Automatic,First,45,1968.0,141.0,5.0,23959,14291
1230,2014,Petrol,Manual,First,39,1497.0,118.0,5.0,8366,33893
1231,2015,Diesel,Automatic,First,29,2982.0,168.5,7.0,28948,32022
1232,2013,Diesel,Automatic,First,40,1968.0,184.0,5.0,23198,27961
1233,2012,Petrol,Manual,First,49,998.0,67.1,5.0,3650,28585
1234,2011,Diesel,Manual,First,54,1396.0,69.0,5.0,3498,77050
1235,2014,Diesel,Automatic,First,40,1968.0,174.33,5.0,21829,48091
1236,2018,CNG,Manual,First,78,796.0,40.3,4.0,5324,6586
1237,2018,Petrol,Automatic,First,42,1497.0,117.3,5.0,18209,14275
1238,2015,Diesel,Manual,First,33,2755.0,174.5,7.0,28751,40396
1239,2017,Petrol,Manual,First,44,1197.0,82.0,5.0,8214,10640
1240,2015,Petrol,Manual,First,35,1196.0,73.0,7.0,4487,56180
1241,2013,Petrol,Manual,First,38,1198.0,73.9,5.0,7758,22990
1242,2006,Petrol,Manual,First,44,1061.0,67.0,5.0,2281,40389
1243,2011,Petrol,Manual,First,39,1497.0,118.0,5.0,7453,41010
1244,2010,Petrol,Manual,First,34,1799.0,130.2,5.0,4411,53437
1245,2005,Petrol,Manual,First,30,1493.0,100.0,5.0,1749,61165
1246,2010,Petrol,Manual,First,43,1197.0,80.0,5.0,3498,11184
1247,2018,Diesel,Manual,First,56,1120.0,70.0,5.0,9112,21791
1248,2011,Petrol,Automatic,Third,33,1598.0,103.6,5.0,5172,26097
1249,2009,Petrol,Manual,First,47,1197.0,78.9,5.0,2586,24854
1250,2009,Petrol,Manual,First,39,1197.0,80.0,5.0,3027,26718
1251,2012,Petrol,Manual,First,43,1199.0,79.4,5.0,3803,40389
1252,2013,Diesel,Manual,First,51,1199.0,73.9,5.0,7377,45981
1253,2010,Petrol,Manual,First,36,1196.0,70.0,5.0,4031,31809
1254,2014,Petrol,Automatic,First,23,1984.0,207.8,2.0,41605,8861
1255,2015,Diesel,Manual,Second,59,1498.0,98.6,5.0,10496,41221
1256,2013,Diesel,Manual,First,47,1399.0,68.05,5.0,5324,56047
1257,2015,Diesel,Manual,First,30,2494.0,100.6,7.0,19015,35948
1258,2017,Petrol,Automatic,First,44,1373.0,91.1,5.0,13995,19883
1259,2015,Petrol,Automatic,First,44,1197.0,82.0,5.0,7453,18411
1260,2014,Petrol,Manual,First,44,999.0,123.24,5.0,8442,33661
1261,2014,Petrol,Automatic,First,34,1798.0,177.6,5.0,20536,31068
1262,2010,Diesel,Manual,First,47,1248.0,91.7,5.0,3955,90098
1263,2015,Petrol,Manual,First,37,1298.0,88.2,5.0,6845,48466
1264,2013,Diesel,Automatic,Second,27,2993.0,180.0,7.0,51721,40389
1265,2012,Diesel,Manual,First,30,2494.0,102.0,7.0,18254,74564
1266,2015,Diesel,Manual,First,66,1248.0,74.0,5.0,7986,8699
1267,2014,Diesel,Automatic,First,41,1968.0,174.33,5.0,32797,35701
1268,2012,Diesel,Automatic,First,52,1995.0,190.0,5.0,37543,27619
1269,2013,Petrol,Manual,First,43,1197.0,82.9,5.0,5582,39629
1270,2016,Diesel,Automatic,First,40,1995.0,190.0,5.0,44875,19262
1271,2012,Petrol,Manual,First,41,1496.0,88.73,5.0,4715,37282
1272,2015,Diesel,Manual,First,39,1405.0,70.0,5.0,4411,48471
1273,2014,Diesel,Automatic,Second,0,2987.0,165.0,5.0,65412,20505
1274,2009,Petrol,Automatic,First,25,1984.0,114.4,4.0,24263,16825
1275,2011,Diesel,Manual,First,46,1598.0,103.6,5.0,6845,35589
1276,2014,Diesel,Manual,First,56,1120.0,70.0,5.0,5309,27961
1277,2014,Diesel,Manual,First,59,1248.0,74.0,5.0,6465,35616
1278,2008,Diesel,Manual,Second,56,1396.0,88.76,5.0,2890,75246
1279,2011,Diesel,Automatic,First,39,1995.0,218.0,5.0,25206,55302
1280,2012,Petrol,Manual,First,39,1497.0,118.0,5.0,8747,44738
1281,2013,Diesel,Automatic,Second,38,1968.0,147.51,5.0,21297,22369
1282,2013,Diesel,Manual,Second,45,1248.0,75.0,5.0,3803,53437
1283,2002,Petrol,Manual,First,30,1343.0,90.0,5.0,1825,52816
1284,2013,Diesel,Automatic,First,53,1995.0,190.0,5.0,21221,23371
1285,2007,Petrol,Manual,First,39,1388.0,68.0,5.0,2433,62137
1286,2016,Petrol,Automatic,First,51,624.0,37.48,4.0,5476,3255
1287,2018,CNG,Manual,First,35,1196.0,73.0,5.0,6845,12427
1288,2019,Petrol,Manual,First,49,1197.0,81.8,5.0,9218,10477
1289,2013,Petrol,Manual,Second,41,1298.0,85.8,5.0,8047,36818
1290,2014,Diesel,Manual,First,53,1498.0,89.84,5.0,8747,37282
1291,2014,Petrol,Manual,First,44,1197.0,85.8,5.0,8701,29623
1292,2014,Petrol,Automatic,First,39,1197.0,78.9,5.0,6678,38224
1293,2016,Diesel,Manual,First,35,2179.0,140.0,7.0,16809,39112
1294,2015,Diesel,Manual,Second,53,1396.0,88.73,5.0,7347,41521
1295,2013,CNG,Manual,First,78,998.0,67.04,5.0,4502,49395
1296,2012,Diesel,Manual,Second,50,1396.0,88.76,5.0,6845,66486
1297,2011,Diesel,Automatic,Second,38,2993.0,258.0,5.0,29663,34175
1298,2017,Petrol,Automatic,First,33,1598.0,103.52,5.0,13310,14912
1299,2016,Diesel,Automatic,First,34,2967.0,245.0,7.0,101921,12428
1300,2016,Petrol,Manual,First,40,1497.0,117.3,5.0,12778,33751
1301,2016,Petrol,Manual,First,44,1197.0,82.0,5.0,7590,6337
1302,2016,Diesel,Manual,First,61,1498.0,98.6,5.0,12443,15122
1303,2012,Petrol,Manual,First,43,1198.0,86.8,5.0,4411,49088
1304,2015,Diesel,Manual,First,66,1248.0,88.5,5.0,10800,25165
1305,2016,Diesel,Manual,First,62,1248.0,74.0,5.0,10724,14291
1306,2015,Petrol,Automatic,First,26,2354.0,158.8,5.0,26621,39177
1307,2008,Petrol,Automatic,Second,34,1794.0,138.1,5.0,5187,48466
1308,2012,Petrol,Manual,First,39,1497.0,118.0,5.0,8640,41162
1309,2007,Diesel,Manual,First,28,2179.0,120.0,9.0,6237,46051
1310,2011,Petrol,Manual,First,31,1798.0,157.8,5.0,6084,54475
1311,2015,Diesel,Automatic,First,44,1995.0,184.0,5.0,45636,6213
1312,2007,Petrol,Manual,First,35,1586.0,104.68,5.0,2738,38831
1313,2015,Petrol,Manual,First,48,1373.0,91.1,5.0,10542,27725
1314,2012,Diesel,Automatic,First,23,4367.0,308.0,7.0,106485,41344
1315,2013,Diesel,Manual,First,30,2494.0,100.0,7.0,12017,37282
1316,2011,Petrol,Manual,First,0,1086.0,62.0,5.0,4228,12950
1317,2014,Diesel,Automatic,First,30,2199.0,194.3,7.0,21905,68350
1318,2011,Petrol,Automatic,Second,27,1796.0,186.0,5.0,20536,27961
1319,2014,CNG,Manual,Second,62,998.0,58.16,5.0,4791,24854
1320,2012,Petrol,Manual,First,46,796.0,46.3,5.0,4381,30452
1321,2016,Petrol,Manual,First,58,796.0,47.3,5.0,3270,19262
1322,2013,Petrol,Manual,First,39,1498.0,97.7,5.0,5704,4970
1323,2019,Petrol,Manual,First,58,796.0,47.3,5.0,5476,106
1324,2018,Petrol,Manual,First,56,998.0,67.1,5.0,5476,1304
1325,2018,Petrol,Automatic,First,44,1197.0,81.86,5.0,11485,12841
1326,2015,Diesel,Manual,First,56,1498.0,98.6,7.0,7149,31068
1327,2010,Diesel,Manual,Second,44,1248.0,90.0,5.0,2433,62155
1328,2011,Diesel,Manual,First,38,1991.0,123.7,5.0,5080,46833
1329,2016,Petrol,Automatic,First,42,1497.0,117.3,5.0,13843,37577
1330,2019,Petrol,Manual,First,44,1197.0,81.86,5.0,9385,11466
1331,2008,Diesel,Manual,First,51,1582.0,126.2,5.0,3803,60010
1332,2016,Petrol,Manual,First,43,1198.0,75.0,5.0,4563,19263
1333,2012,Diesel,Manual,First,52,1582.0,126.32,5.0,8747,40948
1334,2017,Petrol,Manual,First,35,1591.0,121.3,5.0,16353,16308
1335,2013,Petrol,Manual,Second,48,998.0,67.04,5.0,4335,38959
1336,2008,Petrol,Automatic,First,23,2354.0,180.0,5.0,9887,55923
1337,2016,Petrol,Automatic,First,39,1497.0,118.0,5.0,14375,22369
1338,2016,Diesel,Manual,First,64,1248.0,74.0,5.0,10268,28583
1339,2017,Diesel,Manual,First,61,1498.0,98.6,5.0,11789,45361
1340,2014,Diesel,Manual,First,53,1396.0,88.76,5.0,6693,28934
1341,2015,Diesel,Automatic,First,30,2987.0,265.0,5.0,63891,25782
1342,2014,Diesel,Manual,First,44,1461.0,108.5,5.0,8625,64490
1343,2016,Diesel,Automatic,First,46,1461.0,108.45,5.0,17494,27961
1344,2009,Petrol,Manual,First,44,998.0,67.1,5.0,2570,74564
1345,2009,Diesel,Manual,Second,40,1493.0,110.0,5.0,2738,60496
1346,2016,Petrol,Manual,First,43,1197.0,85.8,5.0,4867,38525
1347,2019,Diesel,Automatic,First,52,1995.0,187.74,5.0,69763,11416
1348,2016,Petrol,Manual,First,38,1198.0,74.0,5.0,7758,37563
1349,2010,Petrol,Manual,Second,36,1196.0,70.0,5.0,3650,42880
1350,2013,Diesel,Automatic,First,44,1995.0,184.0,5.0,33466,18641
1351,2012,Diesel,Manual,First,52,1582.0,126.32,5.0,6510,43935
1352,2015,Diesel,Manual,First,48,1461.0,83.8,5.0,8625,40188
1353,2018,Petrol,Automatic,First,44,1197.0,81.86,5.0,9431,1864
1354,2013,Diesel,Automatic,Second,40,1995.0,184.0,5.0,22042,30447
1355,2010,Diesel,Manual,First,49,1248.0,73.9,5.0,4563,44117
1356,2010,Petrol,Manual,Second,46,1086.0,68.05,5.0,3422,32311
1357,2016,Diesel,Automatic,First,37,2993.0,258.0,7.0,66599,22157
1358,2019,Petrol,Manual,First,39,1497.0,116.3,5.0,17417,3341
1359,2014,Diesel,Automatic,First,26,2696.0,184.0,7.0,15972,40389
1360,2015,Diesel,Manual,First,53,1498.0,89.84,5.0,11378,57606
1361,2010,Petrol,Manual,First,46,796.0,46.3,5.0,4715,29891
1362,2011,Petrol,Manual,First,38,1198.0,74.0,5.0,3879,29054
1363,2013,Diesel,Manual,First,51,1199.0,73.9,5.0,5324,38525
1364,2012,Diesel,Manual,First,51,1199.0,73.9,5.0,3939,21856
1365,2013,Diesel,Manual,First,48,1248.0,88.8,7.0,8290,43495
1366,2017,Diesel,Manual,First,53,1498.0,98.59,5.0,9127,18641
1367,2016,Diesel,Automatic,First,26,2755.0,171.5,7.0,23563,41394
1368,2010,Petrol,Automatic,Second,25,2497.0,150.0,5.0,19015,43061
1369,2017,Diesel,Manual,First,55,1248.0,74.0,5.0,7225,91962
1370,2017,Petrol,Manual,First,44,999.0,123.24,5.0,11941,13670
1371,2013,Diesel,Manual,First,39,1493.0,110.0,5.0,9127,46602
1372,2016,Petrol,Manual,First,41,1193.0,88.7,5.0,6084,27157
1373,2011,Diesel,Automatic,First,33,2967.0,241.4,5.0,43735,26097
1374,2012,Diesel,Manual,First,52,1248.0,74.0,5.0,3803,40389
1375,2015,Diesel,Manual,First,62,1248.0,74.0,5.0,8366,47303
1376,2010,Petrol,Manual,First,37,1368.0,90.0,5.0,2418,24762
1377,2017,Petrol,Manual,First,43,1197.0,81.83,5.0,9461,11602
1378,2016,Petrol,Manual,First,49,814.0,55.2,5.0,4183,7197
1379,2017,Diesel,Automatic,First,42,2143.0,136.0,5.0,38030,31068
1380,2014,Petrol,Manual,First,54,998.0,67.04,5.0,4259,47845
1381,2014,Petrol,Manual,Second,41,1199.0,76.8,5.0,3726,34107
1382,2016,Petrol,Automatic,First,44,1199.0,88.7,5.0,9659,13048
1383,2009,Diesel,Automatic,Third,37,1995.0,181.0,5.0,12169,36385
1384,2014,Diesel,Manual,First,44,1461.0,108.45,5.0,12550,43495
1385,2017,Petrol,Automatic,First,40,1499.0,110.4,5.0,9051,9941
1386,2018,Diesel,Manual,First,32,2393.0,147.8,7.0,30302,5529
1387,2016,Diesel,Manual,First,59,936.0,56.3,5.0,4791,51964
1388,2014,Petrol,Automatic,First,40,1798.0,189.0,4.0,8747,21784
1389,2018,Diesel,Automatic,First,25,3198.0,197.2,7.0,49348,18984
1390,2016,Diesel,Automatic,Second,52,1582.0,126.32,5.0,12184,27884
1391,2017,Petrol,Manual,First,42,1196.0,86.8,5.0,9857,15593
1392,2007,Petrol,Manual,First,37,796.0,37.0,4.0,1140,36660
1393,2014,Diesel,Manual,First,61,1498.0,98.6,5.0,7606,22369
1394,2012,Diesel,Manual,First,37,2179.0,140.0,7.0,11789,22990
1395,2010,Diesel,Manual,First,47,1399.0,68.0,5.0,3955,55923
1396,2018,Petrol,Manual,First,39,1497.0,121.36,5.0,13995,10563
1397,2015,Petrol,Manual,First,43,1197.0,81.83,5.0,7682,26454
1398,2012,Diesel,Manual,First,30,2494.0,100.0,7.0,14603,81399
1399,2013,Diesel,Manual,First,48,1461.0,83.8,5.0,8366,45981
1400,2013,Diesel,Manual,First,30,2494.0,100.6,8.0,14223,29349
1401,2009,Petrol,Manual,First,39,1497.0,118.0,5.0,3955,143954
1402,2016,Petrol,Manual,First,56,998.0,67.1,5.0,5324,6213
1403,2016,Petrol,Manual,First,45,1198.0,67.04,5.0,6480,30688
1404,2016,Petrol,Automatic,Second,54,998.0,67.04,5.0,6465,7456
1405,2010,Petrol,Manual,Second,27,1796.0,178.0,5.0,17874,40389
1406,2013,Diesel,Manual,First,55,1498.0,88.7,5.0,5324,109982
1407,2015,Petrol,Manual,First,40,1591.0,121.3,5.0,11409,55302
1408,2009,Petrol,Automatic,Third,35,1396.0,100.0,5.0,4943,44738
1409,2012,Petrol,Manual,First,41,1298.0,85.8,5.0,7453,30447
1410,2014,Diesel,Automatic,First,34,2143.0,170.0,5.0,41072,31910
1411,2017,Petrol,Manual,First,43,1197.0,81.86,5.0,13554,8363
1412,2014,Petrol,Automatic,First,40,1591.0,121.4,5.0,10176,22146
1413,2014,Diesel,Manual,First,40,1998.0,163.7,5.0,9157,32867
1414,2010,Petrol,Manual,First,33,1798.0,138.03,5.0,6845,57787
1415,2011,Petrol,Manual,First,44,998.0,66.1,5.0,3042,43495
1416,2012,Diesel,Manual,First,54,1461.0,63.1,5.0,3650,19913
1417,2013,Petrol,Manual,First,59,624.0,37.48,4.0,1825,2920
1418,2014,Diesel,Manual,First,55,1248.0,74.0,5.0,4411,44614
1419,2016,Diesel,Automatic,First,40,1968.0,184.0,5.0,41072,27961
1420,2016,Diesel,Manual,First,60,1498.0,98.6,5.0,11409,9561
1421,2004,Petrol,Manual,First,34,1599.0,104.0,5.0,2281,61390
1422,2016,Diesel,Automatic,First,33,1968.0,174.3,5.0,60088,26718
1423,2012,Diesel,Manual,First,54,1248.0,73.94,5.0,5156,52886
1424,2018,Diesel,Manual,First,36,2179.0,120.0,7.0,18863,23490
1425,2014,Diesel,Manual,First,66,1248.0,88.5,5.0,10420,27961
1426,2011,Diesel,Manual,Second,50,1364.0,138.0,5.0,8747,72079
1427,2015,Diesel,Manual,Second,58,1396.0,69.0,5.0,3042,62182
1428,2006,Petrol,Manual,First,37,796.0,37.0,4.0,1369,102526
1429,2015,Petrol,Manual,First,38,1198.0,74.0,5.0,5780,13670
1430,2017,Petrol,Automatic,First,34,1999.0,149.92,5.0,24871,5903
1431,2012,Diesel,Automatic,First,27,2982.0,169.0,7.0,25100,94448
1432,2019,Petrol,Manual,First,50,1197.0,83.1,5.0,13234,11001
1433,2016,Petrol,Manual,First,50,1197.0,83.1,5.0,9279,7456
1434,2013,Diesel,Automatic,First,55,1998.0,112.0,5.0,33375,31689
1435,2009,Diesel,Automatic,Second,30,2987.0,210.0,5.0,33466,26097
1436,2015,Petrol,Manual,First,49,998.0,67.1,5.0,4031,31689
1437,2017,Petrol,Manual,First,47,1197.0,81.8,5.0,8016,26425
1438,2014,Diesel,Manual,First,51,1248.0,74.0,5.0,3772,27961
1439,2011,Diesel,Manual,First,30,2494.0,102.0,8.0,9127,43495
1440,2009,Diesel,Manual,First,27,2982.0,171.0,7.0,13538,57166
1441,2012,Diesel,Automatic,Second,44,1995.0,184.0,5.0,27381,35515
1442,2016,Petrol,Manual,First,39,1395.0,138.02,5.0,17707,33063
1443,2019,Diesel,Manual,First,27,2982.0,171.0,7.0,13675,49709
1444,2009,Diesel,Automatic,First,36,1896.0,105.0,5.0,7986,45981
1445,2011,Diesel,Manual,First,54,1396.0,90.0,5.0,4487,22990
1446,2013,Diesel,Manual,Second,49,1248.0,88.76,5.0,4031,39767
1447,2013,Petrol,Manual,First,35,1598.0,103.6,5.0,6084,35540
1448,2016,Diesel,Automatic,First,41,1582.0,126.2,5.0,19015,34175
1449,2014,Petrol,Manual,First,49,1197.0,85.8,5.0,4943,20505
1450,2008,Petrol,Manual,First,30,1997.0,141.1,5.0,6084,43495
1451,2012,Diesel,Manual,Second,35,2179.0,140.0,7.0,9507,46602
1452,2016,Diesel,Manual,First,50,1498.0,108.62,5.0,8823,36098
1453,2015,Petrol,Manual,First,41,1193.0,88.7,5.0,7606,4626
1454,2016,Diesel,Automatic,First,30,2993.0,270.88,5.0,89341,10968
1455,2018,Petrol,Automatic,First,33,1798.0,138.03,5.0,26606,17597
1456,2011,Petrol,Manual,Second,44,998.0,66.1,5.0,2966,42874
1457,2007,Petrol,Automatic,First,26,2354.0,142.0,5.0,4563,49709
1458,2014,Petrol,Manual,First,39,1197.0,80.0,5.0,8366,26324
1459,2013,Diesel,Automatic,First,29,2982.0,168.5,7.0,25100,76428
1460,2011,Petrol,Automatic,Second,27,1796.0,186.0,5.0,22057,24854
1461,2016,Diesel,Manual,First,64,1248.0,74.0,5.0,11850,18710
1462,2017,Diesel,Manual,First,48,1248.0,88.76,7.0,12580,27200
1463,2019,Diesel,Automatic,First,29,2993.0,255.0,5.0,147664,16163
1464,2012,Petrol,Manual,First,30,1598.0,102.5,5.0,3270,34796
1465,2008,Petrol,Automatic,Second,30,1799.0,130.0,5.0,4563,59030
1466,2014,Diesel,Automatic,First,37,1995.0,184.0,5.0,43795,25531
1467,2011,Diesel,Automatic,First,47,1968.0,138.1,5.0,8290,26090
1468,2013,Diesel,Manual,First,55,1248.0,74.0,5.0,6008,45040
1469,2013,Diesel,Automatic,First,54,1984.0,150.0,5.0,24339,57166
1470,2013,Petrol,Manual,First,41,1298.0,85.8,5.0,6465,24854
1471,2014,Diesel,Automatic,First,29,2179.0,187.7,5.0,52482,34796
1472,2008,Petrol,Automatic,Third,27,2354.0,177.6,5.0,3955,77671
1473,2017,Diesel,Manual,First,30,2494.0,100.6,8.0,20506,18155
1474,2018,Diesel,Manual,First,29,2982.0,168.5,7.0,48831,24809
1475,2018,Petrol,Manual,First,43,1199.0,88.7,5.0,9385,23980
1476,2015,Petrol,Manual,First,39,1497.0,118.0,5.0,8366,19883
1477,2017,Diesel,Automatic,First,66,1248.0,73.75,5.0,13919,17538
1478,2014,Diesel,Manual,First,50,1461.0,84.8,5.0,6845,59030
1479,2014,Diesel,Manual,First,30,2494.0,100.6,8.0,15972,120545
1480,2016,Petrol,Manual,First,45,1198.0,86.8,5.0,8168,9209
1481,2012,Petrol,Manual,First,35,1598.0,103.6,5.0,8290,32311
1482,2016,Diesel,Manual,First,37,2179.0,140.0,7.0,14071,20505
1483,2016,Diesel,Manual,First,54,1498.0,98.96,5.0,11713,18144
1484,2012,Diesel,Manual,First,41,1968.0,108.49,5.0,12154,61984
1485,2012,Petrol,Manual,First,47,1197.0,78.9,5.0,4563,30447
1486,2005,Diesel,Manual,First,30,2494.0,102.0,8.0,6084,185990
1487,2018,Diesel,Manual,First,48,1248.0,88.7,5.0,10176,23804
1488,2014,Diesel,Manual,First,53,1248.0,74.0,5.0,6465,34796
1489,2017,Diesel,Automatic,First,51,1498.0,108.4,5.0,15972,19448
1490,2019,Diesel,Manual,First,32,2393.0,147.8,8.0,34303,6984
1491,2014,Petrol,Manual,Second,40,1591.0,121.3,5.0,7910,29825
1492,2019,Petrol,Manual,First,40,1497.0,117.3,5.0,18056,14839
1493,2014,Diesel,Manual,First,61,1498.0,98.6,5.0,10633,40389
1494,2011,Diesel,Manual,First,48,1598.0,103.6,5.0,7606,31068
1495,2014,Diesel,Automatic,First,28,2967.0,236.0,5.0,66933,15534
1496,2015,Petrol,Manual,First,53,796.0,47.3,5.0,4244,13048
1497,2012,Diesel,Manual,Second,49,1248.0,88.8,5.0,4411,91962
1498,2016,Petrol,Manual,First,35,1591.0,121.3,5.0,14984,42253
1499,2014,Diesel,Automatic,First,28,2987.0,224.0,7.0,74539,32311
1500,2016,Diesel,Manual,First,38,2498.0,105.0,6.0,14071,11806
1501,2011,Diesel,Manual,Second,52,1582.0,126.3,5.0,5704,45981
1502,2017,Diesel,Manual,First,61,1498.0,99.0,5.0,11089,18814
1503,2016,Diesel,Automatic,First,48,1496.0,113.98,4.0,35748,12427
1504,2013,Petrol,Manual,First,32,796.0,35.0,5.0,3955,21644
1505,2015,Diesel,Manual,Second,49,1461.0,65.0,5.0,4715,55923
1506,2016,Diesel,Automatic,First,33,2143.0,203.0,5.0,45606,24065
1507,2016,Diesel,Manual,First,44,1461.0,108.45,5.0,10237,35660
1508,2016,Diesel,Manual,First,55,1248.0,74.0,5.0,5324,62137
1509,2011,Petrol,Manual,First,38,1198.0,73.9,5.0,3574,31068
1510,2017,Diesel,Manual,First,37,2179.0,140.0,7.0,24537,40364
1511,2014,Petrol,Manual,First,38,1198.0,74.0,5.0,8975,45027
